Rang,Departement,Commune,Score,Habitants,territoryLabel
28127,CALVADOS,LINGEVRES,1.7091061197240771,465,NORD
28128,COTE-D'OR,SUSSEY,1.7088683434916485,241,EST
28129,DORDOGNE,GROLEJAC,1.7081374507406153,604,OUEST
28130,GERS,FREGOUVILLE,1.7079951538963998,361,SUD
28131,LOZERE,ALTIER,1.7078617188580136,207,SUD
28132,CORREZE,MONCEAUX-SUR-DORDOGNE,1.7078340247512462,637,OUEST
28133,ARDECHE,BERZEME,1.7076207506988321,167,EST
28134,CANTAL,NARNHAC,1.7075478806298521,73,EST
28135,JURA,SAUGEOT,1.7070297451924337,76,EST
28136,ARIEGE,SAINT-YBARS,1.7066506212337338,638,SUD
28137,HAUTE-SAONE,ROCHE-SUR-LINOTTE-ET-SORANS-LES-CORDIERS,1.706623607999219,66,EST
28138,LOIR-ET-CHER,LANCE,1.7060688978500909,471,OUEST
28139,HAUTE-GARONNE,SEGREVILLE,1.7059617311129089,290,SUD
28140,EURE,NEUVILLE-SUR-AUTHOU,1.7059408173366901,167,NORD
28141,HAUTE-SAONE,PONT-DU-BOIS,1.7054589702314249,109,EST
28142,TARN-ET-GARONNE,PIQUECOS,1.7054392263413838,418,SUD
28143,VAUCLUSE,CASENEUVE,1.7054092580339053,460,SUD
28144,ALLIER,SANSSAT,1.7053712056865622,265,EST
28145,PUY-DE-DOME,POUZOL,1.7052385607075742,274,EST
28146,GIRONDE,LAPOUYADE,1.7052294053129233,481,OUEST
28147,NIEVRE,BRASSY,1.7048341081049594,574,EST
28148,CREUSE,MOUTIER-ROZEILLE,1.7047064409701471,439,OUEST
28149,GIRONDE,NAUJAN-ET-POSTIAC,1.7042454545645005,526,OUEST
28150,SEINE-ET-MARNE,GIREMOUTIERS,1.7040046200810364,170,ILE-DE-FRANCE
28151,JURA,LONGCOCHON,1.703851288267062,57,EST
28152,PUY-DE-DOME,CHAMPETIERES,1.7037877793240979,220,EST
28153,CREUSE,MERINCHAL,1.7037612220045657,725,OUEST
28154,MORBIHAN,MONTENEUF,1.7037396956692115,747,OUEST
28155,HAUTE-GARONNE,ESTADENS,1.703576079902362,537,SUD
28156,SARTHE,FONTENAY-SUR-VEGRE,1.7035696798689575,348,OUEST
28157,CHARENTE,SAINT-CHRISTOPHE,1.7033323869341173,343,OUEST
28158,TARN-ET-GARONNE,GARGANVILLAR,1.7032191066927753,651,SUD
28159,EURE,SAINT-AUBIN-LE-VERTUEUX,1.7031105873390815,1343,NORD
28160,PYRENEES-ATLANTIQUES,SEDZE-MAUBECQ,1.7028902466347124,262,OUEST
28161,VIENNE,LA FERRIERE-AIROUX,1.702864793663271,338,OUEST
28162,MORBIHAN,SAINT-CARADEC-TREGOMEL,1.7028511318019843,473,OUEST
28163,DROME,BREN,1.7027928389142186,572,EST
28164,DORDOGNE,GINESTET,1.7024989749883646,730,OUEST
28165,SAONE-ET-LOIRE,CLERMAIN,1.702414557642713,644,EST
28166,HAUTES-PYRENEES,ESPECHE,1.7023885428737882,41,SUD
28167,AUDE,MONTFERRAND,1.7021335624971976,552,SUD
28168,TARN,SAINT-GAUZENS,1.7020885118287921,867,SUD
28169,HAUTE-GARONNE,SODE,1.7017870253917711,15,SUD
28170,DROME,VILLEPERDRIX,1.7017834585529605,92,EST
28171,VAUCLUSE,LACOSTE,1.7017512311854452,396,SUD
28172,ORNE,MEHOUDIN,1.7017213659580761,101,NORD
28173,LANDES,GARREY,1.7015945820178271,215,OUEST
28174,LOT-ET-GARONNE,SAINTE-MARTHE,1.7013411531878539,584,OUEST
28175,VOSGES,GRANDRUPT,1.7012118466599255,74,EST
28176,EURE,MARTAINVILLE,1.7011035425545324,470,NORD
28177,HAUTES-PYRENEES,PEYRAUBE,1.7010618277524907,144,SUD
28178,HAUTE-GARONNE,SAINT-JEAN-LHERM,1.7009572329268314,365,SUD
28179,RHONE,RONNO,1.7009460141651318,643,EST
28180,CHARENTE-MARITIME,SEMILLAC,1.7008685336243432,74,OUEST
28181,AVEYRON,LA FOUILLADE,1.7008655536554715,1035,SUD
28182,HAUTE-MARNE,GERMISAY,1.7004641386975945,15,EST
28183,LANDES,LACRABE,1.7004244098076193,270,OUEST
28184,DROME,PORTES-EN-VALDAINE,1.7002898001105253,399,EST
28185,PUY-DE-DOME,SAINT-ELOY-LA-GLACIERE,1.7000343175537742,60,EST
28186,CHER,SAINT-AIGNAN-DES-NOYERS,1.7000293984372405,100,OUEST
28187,INDRE,MENETOU-SUR-NAHON,1.6999656513997841,126,OUEST
28188,ORNE,SAINT-MAURICE-LES-CHARENCEY,1.6997517000221622,758,NORD
28189,HAUTE-GARONNE,PLAGNE,1.6996621173472806,94,SUD
28190,AVEYRON,MOYRAZES,1.6995250563699651,1111,SUD
28191,ARDECHE,LABOULE,1.6993598119861515,132,EST
28192,TARN-ET-GARONNE,MONTASTRUC,1.6992610867542639,305,SUD
28193,LOIRET,COURTEMPIERRE,1.6992212754095997,229,OUEST
28194,ARDENNES,TAILLY,1.6990066206435646,173,EST
28195,ALPES-DE-HAUTE-PROVENCE,REVEST-DES-BROUSSES,1.6989760525806239,252,SUD
28196,MAYENNE,SAINT-CYR-EN-PAIL,1.6987660244355494,463,OUEST
28197,SARTHE,SOULIGNE-FLACE,1.6983983380943604,680,OUEST
28198,ALPES-DE-HAUTE-PROVENCE,MONTCLAR,1.6980404413287467,408,SUD
28199,SOMME,UGNY-L'EQUIPEE,1.6979871138834346,44,NORD
28200,DORDOGNE,MINZAC,1.6978762864137253,447,OUEST
28201,HAUTE-LOIRE,COLLAT,1.6977614562817878,83,EST
28202,PUY-DE-DOME,SAINT-DIER-D'AUVERGNE,1.6976976196127469,557,EST
28203,VOSGES,LONGCHAMP-SOUS-CHATENOIS,1.6972901585175881,80,EST
28204,ARDECHE,SAINT-GENEST-DE-BEAUZON,1.6972404381553825,297,EST
28205,SEINE-MARITIME,BUTOT,1.6971328687677705,272,NORD
28206,HAUTE-GARONNE,LE CASTERA,1.6968832116655961,793,SUD
28207,JURA,CHAMPROUGIER,1.6968746636262821,101,EST
28208,DORDOGNE,CALES,1.6967751486725224,380,OUEST
28209,CREUSE,LAVAUFRANCHE,1.6966741923590021,240,OUEST
28210,HAUTE-LOIRE,FRUGIERES-LE-PIN,1.6966719618349217,164,EST
28211,LANDES,OZOURT,1.6962986966778213,188,OUEST
28212,ARDENNES,GIVRON,1.6962695620229089,90,EST
28213,CHARENTE,EMPURE,1.6961937072334186,106,OUEST
28214,COTE-D'OR,VIC-DE-CHASSENAY,1.6961213494740492,225,EST
28215,DORDOGNE,MEYRALS,1.696005555462909,646,OUEST
28216,MARNE,SAINT-SATURNIN,1.6960050076231834,50,EST
28217,MANCHE,CAMBERNON,1.6958624111253977,677,NORD
28218,PUY-DE-DOME,EGLISENEUVE-D'ENTRAIGUES,1.6958611426940065,346,EST
28219,MANCHE,SEBEVILLE,1.6957759622391784,40,NORD
28220,DROME,VASSIEUX-EN-VERCORS,1.6957506177190533,318,EST
28221,CHARENTE,AMBLEVILLE,1.6956326468542291,179,OUEST
28222,ILLE-ET-VILAINE,DROUGES,1.695621676903514,538,OUEST
28223,LOT,CONDAT,1.6956129182712805,372,SUD
28224,DEUX-SEVRES,SAINT-MARTIN-DU-FOUILLOUX,1.6955201212041426,231,OUEST
28225,GARD,SAINT-ANDRE-DE-VALBORGNE,1.6954352583847196,374,SUD
28226,DROME,SAHUNE,1.6953697352756829,301,EST
28227,LANDES,LABASTIDE-D'ARMAGNAC,1.6953545059614272,639,OUEST
28228,SAONE-ET-LOIRE,SAUNIERES,1.6952512696756035,90,EST
28229,MANCHE,LESTRE,1.6950555473081117,251,NORD
28230,NIEVRE,OUROUX-EN-MORVAN,1.6949244474109377,599,EST
28231,JURA,BILLECUL,1.6947253311712283,46,EST
28232,CORREZE,LA CHAPELLE-SAINT-GERAUD,1.6945902311601333,211,OUEST
28233,DROME,ROUSSAS,1.6945051256635741,332,EST
28234,LOIRE,CHAMPOLY,1.6944802468022317,324,EST
28235,PYRENEES-ATLANTIQUES,SALLES-MONGISCARD,1.6944440410731669,313,OUEST
28236,CHARENTE-MARITIME,SAINT-MARTIAL-DE-MIRAMBEAU,1.6944020321151123,286,OUEST
28237,LOT,SAINT-MICHEL-LOUBEJOU,1.6943759218106904,370,SUD
28238,JURA,CONTE,1.694215085310661,66,EST
28239,AUDE,PEYROLLES,1.6941779953711549,77,SUD
28240,SEINE-MARITIME,MESNIL-FOLLEMPRISE,1.6941618204096447,120,NORD
28241,ALLIER,USSEL-D'ALLIER,1.6940941341924194,162,EST
28242,TARN,LOUBERS,1.6940418971904945,85,SUD
28243,LOZERE,PIERREFICHE,1.6938513719433135,125,SUD
28244,DORDOGNE,VARAIGNES,1.6937599369553724,368,OUEST
28245,VAR,MONS,1.693532714774499,871,SUD
28246,HAUTES-PYRENEES,CHELLE-SPOU,1.6933525075205593,103,SUD
28247,HAUTE-VIENNE,SAINT-AUVENT,1.6929739018250181,957,OUEST
28248,AVEYRON,FONDAMENTE,1.6925895370526771,275,SUD
28249,CREUSE,JOUILLAT,1.6924106190799908,414,OUEST
28250,DOUBS,PLAIMBOIS-VENNES,1.6923307978776392,96,EST
28251,GERS,MOUCHAN,1.6922190226771954,419,SUD
28252,HAUTE-VIENNE,SAINT-GEORGES-LES-LANDES,1.6922185622130435,227,OUEST
28253,HAUTES-PYRENEES,MUN,1.6921429711872322,95,SUD
28254,LOZERE,PAULHAC-EN-MARGERIDE,1.6920829203789298,89,SUD
28255,TARN,ROUFFIAC,1.6920074975394928,629,SUD
28256,LOIRE,CORDELLE,1.6919091159570379,852,EST
28257,HAUTES-PYRENEES,ARTALENS-SOUIN,1.6916621648827332,116,SUD
28258,MAYENNE,GESNES,1.6914800149204812,232,OUEST
28259,LOZERE,SAINTE-CROIX-VALLEE-FRANCAISE,1.691373322773249,275,SUD
28260,AVEYRON,LA ROUQUETTE,1.6912432266862074,833,SUD
28261,ISERE,SAINT-SEBASTIEN,1.6911638740022104,466,EST
28262,HAUTE-VIENNE,MAISONNAIS-SUR-TARDOIRE,1.6911456572983845,402,OUEST
28263,HAUTES-PYRENEES,LESCURRY,1.691111805799856,155,SUD
28264,TARN,LOMBERS,1.6909418242344461,1151,SUD
28265,AVEYRON,SAINT-FELIX-DE-LUNEL,1.6909199845971612,351,SUD
28266,MAINE-ET-LOIRE,CORNILLE-LES-CAVES,1.6904555389363016,469,OUEST
28267,AUDE,VERAZA,1.6903372541922888,27,SUD
28268,CHARENTE-MARITIME,FONTAINES-D'OZILLAC,1.6902052801732919,506,OUEST
28269,HAUTES-PYRENEES,LUQUET,1.6901291985052396,395,SUD
28270,COTES-D'ARMOR,GRACE-UZEL,1.6899816492344866,435,OUEST
28271,ORNE,VIEUX-PONT,1.6899039514623324,219,NORD
28272,DORDOGNE,SAINT-VINCENT-DE-COSSE,1.689897285653728,350,OUEST
28273,NORD,NOORDPEENE,1.6898726107712203,810,NORD
28274,ARDENNES,SAINT-LOUP-TERRIER,1.6897840183289214,178,EST
28275,GARD,COLOGNAC,1.6897722214432931,225,SUD
28276,ORNE,SAINT-AUBIN-D'APPENAI,1.6896229079767335,372,NORD
28277,CREUSE,LIZIERES,1.6894760841173089,259,OUEST
28278,MANCHE,QUIBOU,1.6894449886551492,944,NORD
28279,GIRONDE,GUILLAC,1.6893738002209184,164,OUEST
28280,DORDOGNE,PROISSANS,1.68868243640412,1002,OUEST
28281,CORSE-DU-SUD,OSANI,1.6886301396550873,77,SUD
28282,NIEVRE,BAZOLLES,1.6885081734866352,262,EST
28283,SARTHE,LAVERNAT,1.6884308224551123,618,OUEST
28284,INDRE-ET-LOIRE,BRIZAY,1.6883749417823046,294,OUEST
28285,OISE,GOUY-LES-GROSEILLERS,1.6881381095576904,21,NORD
28286,SAVOIE,SAINT-PIERRE-DE-GENEBROZ,1.68810027000316,339,EST
28287,MEUSE,AVILLERS-SAINTE-CROIX,1.687941352158749,59,EST
28288,ISERE,PELLAFOL,1.6878386497929159,138,EST
28289,COTES-D'ARMOR,COATREVEN,1.6877323985855128,505,OUEST
28290,COTE-D'OR,SINCEY-LES-ROUVRAY,1.6874392234394591,94,EST
28291,ILLE-ET-VILAINE,LANDUJAN,1.6872950276154355,937,OUEST
28292,ILLE-ET-VILAINE,BLERUAIS,1.6871992998878778,121,OUEST
28293,PYRENEES-ATLANTIQUES,MONSEGUR,1.687110500344974,128,OUEST
28294,PYRENEES-ATLANTIQUES,GEUS-D'ARZACQ,1.6870238168306595,216,OUEST
28295,TARN,LE RIALET,1.6868677931400455,54,SUD
28296,SAONE-ET-LOIRE,LESME,1.6868338428176095,184,EST
28297,HAUTE-VIENNE,LINARDS,1.6867636403791693,1071,OUEST
28298,TARN,FIAC,1.6864638889571222,945,SUD
28299,TARN-ET-GARONNE,BRUNIQUEL,1.6862378249831544,605,SUD
28300,ORNE,ECORCEI,1.6861575854648714,369,NORD
28301,ARIEGE,PAILHES,1.6860821308200042,448,SUD
28302,NIEVRE,ARTHEL,1.6860248528295276,65,EST
28303,GIRONDE,LE TEMPLE,1.6859875178285182,554,OUEST
28304,LOT,LARAMIERE,1.6858066944612269,358,SUD
28305,GARD,ARRIGAS,1.6857117743197942,200,SUD
28306,EURE,BONNEVILLE-APTOT,1.6857037013073739,267,NORD
28307,YONNE,MERRY-SUR-YONNE,1.6853747765344869,187,EST
28308,CANTAL,ANGLARDS-DE-SALERS,1.6851640625117881,714,EST
28309,MEUSE,GREMILLY,1.6851525309282207,45,EST
28310,PUY-DE-DOME,SAINT-ANTHEME,1.6850810677827459,707,EST
28311,INDRE,GIROUX,1.6850516751625744,115,OUEST
28312,VAUCLUSE,JOUCAS,1.6849926127687684,347,SUD
28313,CANTAL,MONTVERT,1.6849288632125612,111,EST
28314,COTES-D'ARMOR,GUITTE,1.6849143350680587,689,OUEST
28315,SAONE-ET-LOIRE,RATTE,1.6849081624081614,358,EST
28316,ISERE,SAINT-PAUL-LES-MONESTIER,1.6848951034577637,249,EST
28317,PYRENEES-ATLANTIQUES,ABERE,1.6848033653329395,168,OUEST
28318,PUY-DE-DOME,RENTIERES,1.6846124269585403,105,EST
28319,ARIEGE,SAINT-FELIX-DE-TOURNEGAT,1.6843926039398156,145,SUD
28320,PUY-DE-DOME,SAINT-PIERRE-COLAMINE,1.6843314090789958,271,EST
28321,JURA,NEUVILLEY,1.68426331515132,79,EST
28322,MANCHE,CLITOURPS,1.6838604867783866,206,NORD
28323,SAONE-ET-LOIRE,L'HOPITAL-LE-MERCIER,1.6836782588328256,300,EST
28324,HAUTE-GARONNE,JUZES,1.6834341289650454,90,SUD
28325,CREUSE,SAINT-AVIT-LE-PAUVRE,1.6833863156253324,73,OUEST
28326,CORREZE,SAINT-EXUPERY-LES-ROCHES,1.6831705957955512,587,OUEST
28327,DORDOGNE,TREMOLAT,1.6828798670064637,504,OUEST
28328,DOUBS,BREMONDANS,1.6828243487738579,91,EST
28329,PYRENEES-ATLANTIQUES,ATHOS-ASPIS,1.68278331571435,212,OUEST
28330,ILLE-ET-VILAINE,LA BAZOUGE-DU-DESERT,1.6827600604392903,1144,OUEST
28331,VAR,ARTIGUES,1.6826885762394814,226,SUD
28332,INDRE,BOUESSE,1.6825757955294505,403,OUEST
28333,LOT,CONCOTS,1.6825521599671629,403,SUD
28334,PYRENEES-ATLANTIQUES,FEAS,1.6825008994083526,645,OUEST
28335,ALLIER,SAINT-GENEST,1.6824921999919167,400,EST
28336,MAINE-ET-LOIRE,BLOU,1.6823535779717862,1035,OUEST
28337,SAVOIE,AILLON-LE-VIEUX,1.6818602112416738,179,EST
28338,ALLIER,FERRIERES-SUR-SICHON,1.6817933687582838,477,EST
28339,DORDOGNE,SAINT-MARTIN-DE-RIBERAC,1.6817165970549051,691,OUEST
28340,HAUTE-VIENNE,EYBOULEUF,1.6815422653970691,430,OUEST
28341,GARD,VALLERARGUES,1.6814915306550253,141,SUD
28342,HAUTE-SAONE,CHAUVIREY-LE-VIEIL,1.6813801522281169,34,EST
28343,ILLE-ET-VILAINE,LA CHAPELLE-SAINT-AUBERT,1.6813699605945212,431,OUEST
28344,ARIEGE,ROUMENGOUX,1.6812905397328415,169,SUD
28345,LOZERE,SAINT-GAL,1.6811642920823897,93,SUD
28346,AVEYRON,BOUSSAC,1.6810477640657737,600,SUD
28347,INDRE,CHITRAY,1.6808547576775494,167,OUEST
28348,COTES-D'ARMOR,PLOEZAL,1.6807902467663327,1252,OUEST
28349,MEUSE,VARNEVILLE,1.6805494384813275,54,EST
28350,MANCHE,FEUGERES,1.6805075380854562,345,NORD
28351,CHARENTE,MEDILLAC,1.6803862819450008,161,OUEST
28352,DEUX-SEVRES,LA CHAPELLE-BERTRAND,1.6803150034307941,505,OUEST
28353,AISNE,HINACOURT,1.6802452453299188,31,NORD
28354,LOZERE,ANTRENAS,1.6801497537167756,272,SUD
28355,CORREZE,SAINT-BONNET-LA-RIVIERE,1.6800267755628384,365,OUEST
28356,ALLIER,YGRANDE,1.6799451670842993,784,EST
28357,CHARENTE,AMBERNAC,1.6798780283344916,367,OUEST
28358,SEINE-MARITIME,AVESNES-EN-VAL,1.6793958565881097,291,NORD
28359,HAUTES-ALPES,SAINT-PIERRE-AVEZ,1.6793757614994607,23,SUD
28360,AVEYRON,BOURNAZEL,1.679336075413691,332,SUD
28361,ILLE-ET-VILAINE,MOULINS,1.6791813836750034,736,OUEST
28362,ARDECHE,SAINT-MICHEL-DE-CHABRILLANOUX,1.6790522148825284,368,EST
28363,AVEYRON,TREMOUILLES,1.6788060413137922,490,SUD
28364,CHER,PARASSY,1.6788025679595877,403,OUEST
28365,INDRE,MOSNAY,1.6787300929258133,493,OUEST
28366,CREUSE,AZAT-CHATENET,1.6787172033965931,107,OUEST
28367,CREUSE,SAINT-SILVAIN-MONTAIGUT,1.6787057489114858,198,OUEST
28368,EURE,LES BAUX-DE-BRETEUIL,1.6786900053901472,661,NORD
28369,RHONE,LONGESSAIGNE,1.6786226285561729,587,EST
28370,VAUCLUSE,SAINT-MARTIN-DE-CASTILLON,1.6783637926285386,658,SUD
28371,LOIR-ET-CHER,FONTAINE-LES-COTEAUX,1.6783574732604585,378,OUEST
28372,ARDENNES,MAISONCELLE-ET-VILLERS,1.6776259898813854,78,EST
28373,FINISTERE,POULLAOUEN,1.6776145713946906,1476,OUEST
28374,LOT,MOLIERES,1.6772749815964487,353,SUD
28375,AVEYRON,SAINT-LAURENT-DE-LEVEZOU,1.6771512475234782,162,SUD
28376,VAUCLUSE,SAVOILLAN,1.677109674930841,63,SUD
28377,CANTAL,LOUBARESSE,1.6766406158743723,1024,EST
28378,LANDES,SAINTE-COLOMBE,1.6765113311847537,644,OUEST
28379,SAONE-ET-LOIRE,CHAPAIZE,1.6765061847407667,163,EST
28380,LOIRET,MELLEROY,1.6764952287544843,518,OUEST
28381,VIENNE,SAINT-LAON,1.6757851843451232,137,OUEST
28382,PYRENEES-ATLANTIQUES,BARDOS,1.6757172739936117,1622,OUEST
28383,VOSGES,GRIGNONCOURT,1.6757059096950213,45,EST
28384,HAUTE-LOIRE,AGNAT,1.6755955339706086,188,EST
28385,LOT,CAVAGNAC,1.6755651686431581,409,SUD
28386,VENDEE,LA CHAPELLE-AUX-LYS,1.6754432009216709,248,OUEST
28387,CHARENTE,CRITEUIL-LA-MAGDELEINE,1.6754387007537082,394,OUEST
28388,DORDOGNE,LUSSAS-ET-NONTRONNEAU,1.6754092902756634,314,OUEST
28389,LOIR-ET-CHER,VILLECHAUVE,1.67520500214613,295,OUEST
28390,YONNE,MEZILLES,1.6749332475866388,531,EST
28391,CORREZE,MILLEVACHES,1.6748805213554296,74,OUEST
28392,CHARENTE-MARITIME,SAINT-GEORGES-ANTIGNAC,1.6746691253252961,386,OUEST
28393,NIEVRE,CESSY-LES-BOIS,1.6743123591292692,96,EST
28394,PYRENEES-ATLANTIQUES,LONCON,1.6743062103091075,201,OUEST
28395,EURE,FERRIERES-SAINT-HILAIRE,1.6741267198027017,394,NORD
28396,ARDECHE,SAINT-ETIENNE-DE-LUGDARES,1.6740580893862842,304,EST
28397,HAUTE-SAONE,LES FESSEY,1.6738910675255283,134,EST
28398,SARTHE,PIACE,1.6735539170165119,374,OUEST
28399,INDRE,SAINT-CYRAN-DU-JAMBOT,1.6733945455435186,160,OUEST
28400,COTES-D'ARMOR,SAINT-MADEN,1.6733461040223989,240,OUEST
28401,ARDECHE,BEAUVENE,1.673276551941377,205,EST
28402,CHARENTE,LA FORET-DE-TESSE,1.6731884408439861,205,OUEST
28403,HAUTE-GARONNE,MONTJOIRE,1.6731269646209765,1262,SUD
28404,AISNE,GIBERCOURT,1.6731083220439713,39,NORD
28405,GIRONDE,LIGUEUX,1.6731058722871897,153,OUEST
28406,PUY-DE-DOME,LANDOGNE,1.6730669276342787,227,EST
28407,CORREZE,TURENNE,1.672880023760865,830,OUEST
28408,NIEVRE,CHARRIN,1.6728297506413421,619,EST
28409,MANCHE,LE DEZERT,1.67264713306949,551,NORD
28410,VENDEE,SAINT-LAURENT-DE-LA-SALLE,1.6726114482869938,355,OUEST
28411,PUY-DE-DOME,SERMENTIZON,1.6725924860695014,594,EST
28412,CANTAL,SEGUR-LES-VILLAS,1.6725730162248578,189,EST
28413,COTES-D'ARMOR,COHINIAC,1.6725405997785188,375,OUEST
28414,HAUTE-CORSE,SAN-GAVINO-D'AMPUGNANI,1.6723861556173882,84,SUD
28415,MANCHE,LE VICEL,1.6723740539868164,125,NORD
28416,HAUTE-GARONNE,LUSCAN,1.6723018952992295,53,SUD
28417,TARN,TEULAT,1.6719572239455236,510,SUD
28418,CHARENTE,CHADURIE,1.6717310516650785,507,OUEST
28419,HERAULT,CAZEVIEILLE,1.6716330626695906,191,SUD
28420,LANDES,PEY,1.6714846192930615,688,OUEST
28421,MANCHE,BESNEVILLE,1.6712222856595955,685,NORD
28422,NORD,RAINSARS,1.6712130678063197,181,NORD
28423,LOT,THEMINETTES,1.6711857262356584,175,SUD
28424,MANCHE,LENGRONNE,1.6711781348329444,434,NORD
28425,MAYENNE,SAINT-AIGNAN-DE-COUPTRAIN,1.6711381048678868,386,OUEST
28426,HAUTE-VIENNE,BEAUMONT-DU-LAC,1.6709788251270339,164,OUEST
28427,DROME,LA ROCHE-SUR-LE-BUIS,1.6709243176000204,281,EST
28428,TARN,CAMBOUNES,1.6709098025351536,334,SUD
28429,SAVOIE,SAINT-GEORGES-DES-HURTIERES,1.6708797304874758,328,EST
28430,ILLE-ET-VILAINE,MINIAC-SOUS-BECHEREL,1.6708305769359206,761,OUEST
28431,TARN-ET-GARONNE,BOUDOU,1.6708137369504177,729,SUD
28432,MANCHE,OZEVILLE,1.6706652377246347,153,NORD
28433,HERAULT,GORNIES,1.6706530169021214,113,SUD
28434,HERAULT,VELIEUX,1.670551288898579,71,SUD
28435,LANDES,BELHADE,1.6704978613843666,206,OUEST
28436,HAUTE-VIENNE,GLANDON,1.67045366959959,807,OUEST
28437,CORREZE,CHAMPAGNAC-LA-NOAILLE,1.670424131317277,240,OUEST
28438,HAUTE-VIENNE,SAINT-GENEST-SUR-ROSELLE,1.6703377634994059,519,OUEST
28439,HAUTE-MARNE,AIZANVILLE,1.6703251676991147,31,EST
28440,HAUTES-PYRENEES,CAHARET,1.6703052173112762,32,SUD
28441,MEUSE,BOUREUILLES,1.6702731920613334,122,EST
28442,SEINE-MARITIME,SAINT-PIERRE-DES-JONQUIERES,1.6700888780438747,83,NORD
28443,HAUTE-GARONNE,VILLENEUVE-LECUSSAN,1.6698282157571038,542,SUD
28444,LOIRET,CORTRAT,1.6698023775429089,85,OUEST
28445,JURA,FONTAINEBRUX,1.6696184145797306,184,EST
28446,NIEVRE,OULON,1.6695397671124568,64,EST
28447,PYRENEES-ATLANTIQUES,BALEIX,1.6694533236218527,146,OUEST
28448,ORNE,JUVIGNY-SOUS-ANDAINE,1.669383126739431,2205,NORD
28449,GERS,SAINT-MARTIN,1.6693720367969453,480,SUD
28450,VIENNE,COUSSAY,1.6693493661660126,249,OUEST
28451,MAYENNE,POMMERIEUX,1.6691205464770995,695,OUEST
28452,EURE,GRAND-CAMP,1.6690280661547003,476,NORD
28453,VOSGES,VIENVILLE,1.6688318387323668,132,EST
28454,PAS-DE-CALAIS,AVESNES,1.6687500584218908,51,NORD
28455,EURE,SAINT-SIMEON,1.6687068227181883,364,NORD
28456,VAR,FOX-AMPHOUX,1.6686965674995311,435,SUD
28457,CHARENTE-MARITIME,LE FOUILLOUX,1.6686228225915725,738,OUEST
28458,NIEVRE,SAINT-ANDRE-EN-MORVAN,1.668428410491098,297,EST
28459,DROME,MUREILS,1.6684276861375973,449,EST
28460,SAONE-ET-LOIRE,ISSY-L'EVEQUE,1.6682584399148568,671,EST
28461,CALVADOS,SAINTE-MARGUERITE-D'ELLE,1.6682272373986879,747,NORD
28462,ORNE,GIEL-COURTEILLES,1.6680365112018098,362,NORD
28463,MAYENNE,BOUCHAMPS-LES-CRAON,1.6678113418787837,580,OUEST
28464,CHER,NOHANT-EN-GRACAY,1.6677916937756714,300,OUEST
28465,DORDOGNE,DOUCHAPT,1.6672020970684045,356,OUEST
28466,CHARENTE,BARDENAC,1.6670856309188775,246,OUEST
28467,MAYENNE,CHAMPEON,1.6670771262219948,598,OUEST
28468,HAUTE-MARNE,LA GENEVROYE,1.66680046130895,34,EST
28469,LOIRET,LOMBREUIL,1.6666540745085225,300,OUEST
28470,HAUTE-VIENNE,DOMPIERRE-LES-EGLISES,1.6665909181151484,372,OUEST
28471,LANDES,ESTIBEAUX,1.6665308628629796,718,OUEST
28472,FINISTERE,PLONEVEZ-DU-FAOU,1.6665170753153196,1989,OUEST
28473,HAUTE-GARONNE,ROUMENS,1.6664302639510582,241,SUD
28474,HAUTE-CORSE,SANTA-LUCIA-DI-MERCURIO,1.6663964055666021,80,SUD
28475,DEUX-SEVRES,SAINT-GERMIER,1.6663384232567844,217,OUEST
28476,HAUTE-VIENNE,VICQ-SUR-BREUILH,1.6661573190388181,1368,OUEST
28477,TARN,LOUPIAC,1.6661339031752336,429,SUD
28478,DROME,CLAVEYSON,1.6659997056907998,876,EST
28479,MAINE-ET-LOIRE,FONTAINE-GUERIN,1.6658882038729106,2667,OUEST
28480,LANDES,SAINTE-MARIE-DE-GOSSE,1.6658059482271657,1161,OUEST
28481,HAUTES-ALPES,SORBIERS,1.6658002517341313,37,SUD
28482,ARIEGE,ARTIGAT,1.6657790325465884,542,SUD
28483,GERS,MONFORT,1.6656894519944978,502,SUD
28484,ARIEGE,LE CARLARET,1.6656278132362643,276,SUD
28485,VOSGES,REHAUPAL,1.6654523775303944,220,EST
28486,RHONE,CENVES,1.66532691967305,382,EST
28487,PYRENEES-ATLANTIQUES,SEVIGNACQ-MEYRACQ,1.6651043417223892,495,OUEST
28488,OISE,VILLERS-VERMONT,1.6650202022906295,122,NORD
28489,AUDE,FESTES-ET-SAINT-ANDRE,1.6648949546393268,184,SUD
28490,PYRENEES-ATLANTIQUES,PONTIACQ-VIELLEPINTE,1.6648738501767892,175,OUEST
28491,GIRONDE,MARGUERON,1.6648657287821051,383,OUEST
28492,AIN,VALEINS,1.6647661132678384,130,EST
28493,CANTAL,SAINT-REMY-DE-CHAUDES-AIGUES,1.6646893347511791,99,EST
28494,AVEYRON,LA CAPELLE-BLEYS,1.6645575656624543,354,SUD
28495,YONNE,BUSSIERES,1.6643034502473055,127,EST
28496,VAUCLUSE,SEGURET,1.6642706630409363,802,SUD
28497,MORBIHAN,TREAL,1.6640375158286131,649,OUEST
28498,CREUSE,AZERABLES,1.663957548273667,770,OUEST
28499,MAYENNE,LA PALLU,1.6638708270695948,193,OUEST
28500,COTE-D'OR,SEGROIS,1.6636923798643142,46,EST
