Rang,Departement,Commune,Score,Habitants,territoryLabel
10024,HAUTE-GARONNE,LAMASQUERE,5.1124146417147616,1476,SUD
10025,OISE,COIVREL,5.1123567682376043,250,NORD
10026,NORD,MOEUVRES,5.1115468852849677,444,NORD
10027,COTES-D'ARMOR,TADEN,5.1114820382946133,2514,OUEST
10028,SEINE-MARITIME,SAHURS,5.1111214870510837,1233,NORD
10029,PAS-DE-CALAIS,QUERNES,5.1107131586087133,490,NORD
10030,SAVOIE,LES ALLUES,5.1101590953383447,1780,EST
10031,GIRONDE,POMPIGNAC,5.1094901856785686,3024,OUEST
10032,OISE,LATTAINVILLE,5.1082169724321478,161,NORD
10033,VAUCLUSE,SAINTE-CECILE-LES-VIGNES,5.1081820905927424,2412,SUD
10034,OISE,LE FAYEL,5.1075764316279653,241,NORD
10035,AISNE,HARGICOURT,5.1072574937850925,580,NORD
10036,COTES-D'ARMOR,LOUANNEC,5.1071194436163427,3141,OUEST
10037,HAUT-RHIN,HUNDSBACH,5.1068381354940042,370,EST
10038,AISNE,CHEZY-SUR-MARNE,5.1065225851241065,1319,NORD
10039,EURE-ET-LOIR,HAVELU,5.1063471409134422,129,OUEST
10040,HERAULT,SAINT-ETIENNE-ESTRECHOUX,5.1058994135428986,290,SUD
10041,SAONE-ET-LOIRE,MARNAY,5.1057431722836712,557,EST
10042,MOSELLE,SANRY-LES-VIGY,5.1056144257580325,526,EST
10043,HAUTE-GARONNE,FLOURENS,5.1052193059108921,1864,SUD
10044,LOIRE,CRAINTILLEUX,5.105034327009391,1281,EST
10045,YVELINES,MONTAINVILLE,5.1047231012921275,535,ILE-DE-FRANCE
10046,VAR,NEOULES,5.1041383341288133,2667,SUD
10047,MOSELLE,BARST,5.1031838029916647,581,EST
10048,DOUBS,CLERVAL,5.1031370686406348,1224,EST
10049,GIRONDE,PRIGNAC-ET-MARCAMPS,5.1026530503175662,1434,OUEST
10050,MOSELLE,ERCHING,5.1021533605108846,407,EST
10051,PYRENEES-ATLANTIQUES,AUSSEVIELLE,5.1016924993446562,790,OUEST
10052,SOMME,AUTHUILLE,5.1016679604390678,160,NORD
10053,EURE-ET-LOIR,ERMENONVILLE-LA-PETITE,5.1014034930612508,196,OUEST
10054,MAINE-ET-LOIRE,LE PLESSIS-GRAMMOIRE,5.1013833303773524,2457,OUEST
10055,SAONE-ET-LOIRE,BEY,5.1012185339382432,835,EST
10056,CHER,LA CELLE,5.1009365139496783,300,OUEST
10057,JURA,VILLEVIEUX,5.100298957280712,748,EST
10058,EURE,BOURG-BEAUDOUIN,5.1001308384470967,744,NORD
10059,MEUSE,LANEUVILLE-AU-RUPT,5.1000360123538933,188,EST
10060,NORD,PREUX-AU-BOIS,5.1000047414580552,806,NORD
10061,MARNE,LUXEMONT-ET-VILLOTTE,5.0997726756754176,454,EST
10062,MEURTHE-ET-MOSELLE,VIEVILLE-EN-HAYE,5.099760724488819,157,EST
10063,DROME,MONTELIER,5.0997400440606571,4131,EST
10064,PAS-DE-CALAIS,GOUY-EN-ARTOIS,5.0994653864215973,340,NORD
10065,AISNE,TAVAUX-ET-PONTSERICOURT,5.0991024983135134,596,NORD
10066,MEURTHE-ET-MOSELLE,LANEUVELOTTE,5.098625884134627,436,EST
10067,HAUTE-MARNE,PRAUTHOY,5.0985840612864077,1214,EST
10068,SAONE-ET-LOIRE,DEMIGNY,5.0979061241464692,1836,EST
10069,HAUTE-LOIRE,AUZON,5.0978952401235853,906,EST
10070,CALVADOS,LE FRESNE-CAMILLY,5.0977862149663355,959,NORD
10071,INDRE-ET-LOIRE,LIGNIERES-DE-TOURAINE,5.0966192993688759,1289,OUEST
10072,GIRONDE,BOURG,5.0965848101037627,2232,OUEST
10073,YVELINES,SAINT-LEGER-EN-YVELINES,5.0963173188827309,1425,ILE-DE-FRANCE
10074,HERAULT,LES AIRES,5.0962944390875258,583,SUD
10075,DOUBS,RUFFEY-LE-CHATEAU,5.0957895318630744,362,EST
10076,MOSELLE,BUDLING,5.0957022717453189,189,EST
10077,AISNE,SAPONAY,5.0956894062750431,283,NORD
10078,YONNE,JOUX-LA-VILLE,5.09503685365966,651,EST
10079,AISNE,NEUVILLETTE,5.0948928887309943,186,NORD
10080,MOSELLE,VELVING,5.0948677596883973,215,EST
10081,PAS-DE-CALAIS,HERMIN,5.0948578479733957,221,NORD
10082,HAUTE-MARNE,DOULEVANT-LE-CHATEAU,5.094578138284974,394,EST
10083,YONNE,PONTIGNY,5.09443993825966,735,EST
10084,SEINE-MARITIME,BELLEVILLE-EN-CAUX,5.094262025015011,728,NORD
10085,MEURTHE-ET-MOSELLE,VAUDEVILLE,5.0937218973948806,184,EST
10086,SARTHE,LA BAZOGE,5.0936054956043542,3770,OUEST
10087,VENDEE,LA GAUBRETIERE,5.0935768746041008,3075,OUEST
10088,DOUBS,TALLENAY,5.0931404659879362,414,EST
10089,AISNE,VASSENY,5.09261794507211,215,NORD
10090,MARNE,BRUSSON,5.0924163340813609,206,EST
10091,MAINE-ET-LOIRE,BEAUPREAU,5.0919534827113742,22956,OUEST
10092,LOT-ET-GARONNE,PONT-DU-CASSE,5.0917435333323953,4215,OUEST
10093,DEUX-SEVRES,MELLE,5.0908947202231705,5885,OUEST
10094,YONNE,GERMIGNY,5.0908075699212247,549,EST
10095,AISNE,BRENELLE,5.0901876207658212,199,NORD
10096,NORD,DEULEMONT,5.0893060803113332,1705,NORD
10097,MEURTHE-ET-MOSELLE,ARMAUCOURT,5.0890668314427145,233,EST
10098,JURA,CHATENOIS,5.08897350297541,386,EST
10099,BAS-RHIN,FRIESENHEIM,5.0884008830520333,639,EST
10100,MEURTHE-ET-MOSELLE,VILLETTE,5.0882027018365212,180,EST
10101,SEINE-ET-MARNE,ORLY-SUR-MORIN,5.0875303596811792,692,ILE-DE-FRANCE
10102,PAS-DE-CALAIS,ACHIET-LE-PETIT,5.0874864364526777,335,NORD
10103,AISNE,MARIZY-SAINTE-GENEVIEVE,5.0861941121565577,133,NORD
10104,MOSELLE,VOYER,5.085939961995118,449,EST
10105,DROME,AOUSTE-SUR-SYE,5.0859014403297,2479,EST
10106,ARDENNES,ACY-ROMANCE,5.0858596743955573,424,EST
10107,MAYENNE,COUPTRAIN,5.0854303257757589,118,OUEST
10108,HAUTE-SAVOIE,CHARVONNEX,5.0852945555695408,1353,EST
10109,SOMME,NESLE-L'HOPITAL,5.0841431158338928,146,NORD
10110,EURE-ET-LOIR,SAINT-MARTIN-DE-NIGELLES,5.0839205829666989,1636,OUEST
10111,CHARENTE,COULONGES,5.0833154323872476,141,OUEST
10112,AUBE,FONTAINE,5.0827107673669394,264,EST
10113,INDRE,LE PONT-CHRETIEN-CHABENET,5.082136265885481,858,OUEST
10114,ALPES-DE-HAUTE-PROVENCE,MEZEL,5.0818477133702959,676,SUD
10115,SEINE-ET-MARNE,VAUCOURTOIS,5.0816955219833284,269,ILE-DE-FRANCE
10116,PUY-DE-DOME,MONT-DORE,5.0813886998333793,1272,EST
10117,CALVADOS,SAINT-SAMSON,5.0810531222082123,308,NORD
10118,AIN,CHARNOZ-SUR-AIN,5.0810282574035623,942,EST
10119,NORD,BOUVIGNIES,5.0804417595362317,1504,NORD
10120,BOUCHES-DU-RHONE,NOVES,5.0793939699268691,5551,SUD
10121,ARDECHE,ROIFFIEUX,5.0793437801375108,2791,EST
10122,SOMME,BERTRANCOURT,5.07933626969266,219,NORD
10123,ARDECHE,SAINT-LAURENT-DU-PAPE,5.0784348836369437,1590,EST
10124,ISERE,LA FRETTE,5.0784033151574448,1176,EST
10125,EURE,MUIDS,5.0783498470960158,891,NORD
10126,DORDOGNE,BOULAZAC,5.0783301981206037,10465,OUEST
10127,HAUTE-MARNE,COUPRAY,5.0778752163829823,155,EST
10128,COTE-D'OR,FONTAINES-EN-DUESMOIS,5.0774808888456118,121,EST
10129,HAUTE-MARNE,PONT-LA-VILLE,5.0774421487244386,121,EST
10130,AISNE,CUIRIEUX,5.0774329710770045,161,NORD
10131,DOUBS,MONTECHEROUX,5.0773570341058507,575,EST
10132,SEINE-MARITIME,AUZEBOSC,5.0773486767717362,987,NORD
10133,DOUBS,ARC-ET-SENANS,5.0770732067577775,1652,EST
10134,CHARENTE-MARITIME,SAINT-GEORGES-DES-COTEAUX,5.076796464438357,2770,OUEST
10135,PYRENEES-ATLANTIQUES,OUSSE,5.0767110082924534,1638,OUEST
10136,MOSELLE,BEYREN-LES-SIERCK,5.0762822014415807,507,EST
10137,RHONE,POUILLY-LE-MONIAL,5.0760184915017774,3668,EST
10138,MARNE,VILLE-EN-SELVE,5.0759745917189418,280,EST
10139,VOSGES,MONT-LES-NEUFCHATEAU,5.0745471233121053,304,EST
10140,ARDENNES,THILAY,5.0742579348318086,1105,EST
10141,DEUX-SEVRES,CHATILLON-SUR-THOUET,5.073758560958896,2615,OUEST
10142,MOSELLE,HARREBERG,5.0736401944490961,408,EST
10143,GIRONDE,RIONS,5.0719151451910767,1535,OUEST
10144,AUBE,LES GRANDES-CHAPELLES,5.0715364897886879,406,EST
10145,AISNE,FRESNES-EN-TARDENOIS,5.0712006366479665,263,NORD
10146,PYRENEES-ATLANTIQUES,MOUGUERRE,5.0691712053534168,5300,OUEST
10147,MARNE,ROSNAY,5.0677728759948169,354,EST
10148,ARIEGE,SURBA,5.0670288853630447,342,SUD
10149,COTE-D'OR,FUSSEY,5.0667637931614777,127,EST
10150,ALLIER,LE VERNET,5.0663693913244128,1977,EST
10151,COTE-D'OR,ALISE-SAINTE-REINE,5.06628285543883,371,EST
10152,ILLE-ET-VILAINE,LILLEMER,5.06627003748595,332,OUEST
10153,AIN,GENOUILLEUX,5.0658115139510747,653,EST
10154,CHER,ARGENT-SUR-SAULDRE,5.06578796478016,2147,OUEST
10155,HAUTE-SAONE,CHOYE,5.0657767230561657,460,EST
10156,MAINE-ET-LOIRE,TIERCE,5.0657702901232158,4282,OUEST
10157,ARDECHE,VESSEAUX,5.0656926274419511,1840,EST
10158,ARDENNES,SIGNY-L'ABBAYE,5.06556435849857,1311,EST
10159,MEURTHE-ET-MOSELLE,ARRACOURT,5.0645284046301953,260,EST
10160,MARNE,LANDRICOURT,5.0643038376057152,149,EST
10161,DOUBS,JALLERANGE,5.0638552797605554,262,EST
10162,GARD,MONTPEZAT,5.06379720275834,1151,SUD
10163,ARDENNES,BELVAL,5.0637933113399738,240,EST
10164,COTE-D'OR,ORVILLE,5.0632343044277146,184,EST
10165,ARDENNES,FOISCHES,5.06249416889051,192,EST
10166,MEURTHE-ET-MOSELLE,VITRIMONT,5.0621494670813911,400,EST
10167,JURA,CRAMANS,5.0612967005310612,495,EST
10168,GIRONDE,GALGON,5.0599537457357915,3074,OUEST
10169,VENDEE,SAINTE-FOY,5.0596986831845472,2231,OUEST
10170,SOMME,HATTENCOURT,5.05919346245068,288,NORD
10171,MEUSE,HOUDELAINCOURT,5.0589631330063005,316,EST
10172,HAUTE-MARNE,LAMANCINE,5.058950409664531,134,EST
10173,HAUTE-MARNE,ATTANCOURT,5.0578458416531564,274,EST
10174,SEINE-ET-MARNE,LARCHANT,5.0573242139767034,729,ILE-DE-FRANCE
10175,NIEVRE,SAUVIGNY-LES-BOIS,5.0566170795035772,1436,EST
10176,HAUT-RHIN,BREITENBACH-HAUT-RHIN,5.0558776225305158,851,EST
10177,ARDENNES,WASIGNY,5.0556773289872288,314,EST
10178,COTE-D'OR,ECHEVANNES,5.0556505400177914,288,EST
10179,HAUT-RHIN,RIMBACHZELL,5.0545925275564025,218,EST
10180,AUBE,MACEY,5.0541046478852794,953,EST
10181,EURE-ET-LOIR,LOUVILLIERS-EN-DROUAIS,5.0539263443519911,201,OUEST
10182,YONNE,BLENEAU,5.0537887661815324,1237,EST
10183,VOSGES,RAMONCHAMP,5.0528044843604,1986,EST
10184,EURE,RICHEVILLE,5.0525198900277895,278,NORD
10185,AUDE,RAISSAC-D'AUDE,5.0516963014847756,245,SUD
10186,CHARENTE-MARITIME,SAINT-JEAN-DE-LIVERSAY,5.0516516135958129,2794,OUEST
10187,MARNE,PEVY,5.0516198071017806,208,EST
10188,ILLE-ET-VILAINE,HEDE-BAZOUGES,5.0511087924289546,2164,OUEST
10189,VIENNE,LENCLOITRE,5.0508942461716817,2388,OUEST
10190,MEURTHE-ET-MOSELLE,ROSIERES-EN-HAYE,5.050439751995059,235,EST
10191,MEUSE,HALLES-SOUS-LES-COTES,5.0503655095752755,156,EST
10192,SEINE-MARITIME,GRUCHET-SAINT-SIMEON,5.0503565662275509,737,NORD
10193,DORDOGNE,CHANCELADE,5.0499291827505051,4385,OUEST
10194,VIENNE,LUSIGNAN,5.0494582420705152,2413,OUEST
10195,SEINE-MARITIME,MORGNY-LA-POMMERAYE,5.0493559170553795,1036,NORD
10196,ALPES-MARITIMES,BLAUSASC,5.0493052228668276,1454,SUD
10197,MEURTHE-ET-MOSELLE,ESSEY-ET-MAIZERAIS,5.0489925180575561,372,EST
10198,HAUT-RHIN,LUTTER,5.048691295184879,270,EST
10199,MARNE,BANNES,5.0484880035361259,267,EST
10200,HAUTE-SAONE,PIN,5.0484036684564835,693,EST
10201,SEINE-ET-MARNE,BETON-BAZOCHES,5.0481880722200367,901,ILE-DE-FRANCE
10202,MEUSE,NEUVILLE-SUR-ORNAIN,5.0480859934392246,363,EST
10203,OISE,SAINT-MAUR,5.04692058345577,392,NORD
10204,OISE,BONVILLERS,5.0466861834115049,215,NORD
10205,MARNE,GAYE,5.0464124340271965,612,EST
10206,AISNE,FRIERES-FAILLOUEL,5.0459840930090385,1014,NORD
10207,LOIR-ET-CHER,MASLIVES,5.0454802568532182,701,OUEST
10208,SAONE-ET-LOIRE,CHEVAGNY-LES-CHEVRIERES,5.0450736232112812,606,EST
10209,OISE,CUTS,5.0446139816423425,933,NORD
10210,HAUTES-PYRENEES,PUJO,5.0440609486735388,634,SUD
10211,HAUT-RHIN,KIRCHBERG,5.0438533154975556,781,EST
10212,LOIRE-ATLANTIQUE,LA CHAPELLE-BASSE-MER,5.043431057097246,6774,OUEST
10213,TERRITOIRE DE BELFORT,EVETTE-SALBERT,5.0434042551361093,2150,EST
10214,ILLE-ET-VILAINE,PLEUMELEUC,5.0430528110587609,3345,OUEST
10215,AIN,SAINT-PAUL-DE-VARAX,5.0429588477820877,1455,EST
10216,SEINE-ET-MARNE,FORFRY,5.0427771186704433,243,ILE-DE-FRANCE
10217,GIRONDE,SAINT-PIERRE-D'AURILLAC,5.0418181576234122,1370,OUEST
10218,AUDE,LAURAGUEL,5.0413181088099881,612,SUD
10219,SEINE-ET-MARNE,COULOMBS-EN-VALOIS,5.041007620145856,626,ILE-DE-FRANCE
10220,SEINE-MARITIME,FONTAINE-LE-BOURG,5.0409794797424476,1755,NORD
10221,HAUT-RHIN,DIEFMATTEN,5.0408429381174287,308,EST
10222,LANDES,SANGUINET,5.040673983772761,4085,OUEST
10223,AISNE,NEUVE-MAISON,5.0402468229840878,616,NORD
10224,DROME,GENISSIEUX,5.0400277069483206,2227,EST
10225,AISNE,VILLERS-LE-SEC,5.0399007474721884,250,NORD
10226,LOIRET,ASCHERES-LE-MARCHE,5.0398788655495039,1179,OUEST
10227,MEURTHE-ET-MOSELLE,BAINVILLE-AUX-MIROIRS,5.0397058425875612,337,EST
10228,ARDECHE,CHARNAS,5.0389107853243074,918,EST
10229,LOIRE-ATLANTIQUE,ARTHON-EN-RETZ,5.0385266110985274,6730,OUEST
10230,HAUT-RHIN,MAGNY,5.03825840196574,315,EST
10231,NORD,NEUVILLE-EN-AVESNOIS,5.038222219660077,305,NORD
10232,EURE,BOISEMONT,5.0381010810913986,1729,NORD
10233,EURE-ET-LOIR,VILLIERS-LE-MORHIER,5.0376881923211263,1399,OUEST
10234,MORBIHAN,SAINT-LERY,5.0376054692352357,198,OUEST
10235,PAS-DE-CALAIS,HENDECOURT-LES-RANSART,5.0370163778963306,137,NORD
10236,AISNE,MONCEAU-LES-LEUPS,5.0369732346628027,487,NORD
10237,HAUTE-SAONE,BOULOT,5.0369156618192852,684,EST
10238,NORD,LES RUES-DES-VIGNES,5.0367227920874011,810,NORD
10239,SEINE-MARITIME,SAINT-LAURENT-EN-CAUX,5.0364787988703066,800,NORD
10240,ORNE,MESSEI,5.0362934209448511,1943,NORD
10241,HAUTE-SAVOIE,VALLIERES,5.0358061747216283,2551,EST
10242,RHONE,TAPONAS,5.0350466680911152,926,EST
10243,SAONE-ET-LOIRE,CHAUDENAY,5.033877590518026,1120,EST
10244,MEUSE,VIGNEULLES-LES-HATTONCHATEL,5.0329561705067452,1623,EST
10245,HAUTE-GARONNE,CIERP-GAUD,5.0326173966343868,707,SUD
10246,SAONE-ET-LOIRE,EPINAC,5.0324393915295884,2157,EST
10247,EURE-ET-LOIR,SAINT-DENIS-LES-PONTS,5.0323876229161613,2288,OUEST
10248,CHARENTE,BRIE,5.0321125108974094,3868,OUEST
10249,MOSELLE,GONDREXANGE,5.0318351289053087,496,EST
10250,AISNE,LA MALMAISON,5.0309141120685608,421,NORD
10251,ARIEGE,VERNAJOUL,5.0305170558020036,693,SUD
10252,COTE-D'OR,POUILLENAY,5.0304633865027233,589,EST
10253,AISNE,POUILLY-SUR-SERRE,5.0299744562316251,492,NORD
10254,LOIR-ET-CHER,CANDE-SUR-BEUVRON,5.0299650627725949,1510,OUEST
10255,SOMME,VILLERS-LES-ROYE,5.0298976389056929,272,NORD
10256,FINISTERE,PLEUVEN,5.0296936918051687,2917,OUEST
10257,COTE-D'OR,GERGUEIL,5.0293871887658312,131,EST
10258,VOSGES,PADOUX,5.0293798993932981,529,EST
10259,ISERE,PONSONNAS,5.0293164302217983,293,EST
10260,MARNE,OEUILLY,5.0291202830733459,544,EST
10261,CHER,SOYE-EN-SEPTAINE,5.0289657075243843,604,OUEST
10262,HAUTES-PYRENEES,LANNE,5.0286179074063764,542,SUD
10263,AIN,VIRIGNIN,5.0285886819600449,1045,EST
10264,COTE-D'OR,BAULME-LA-ROCHE,5.0281124249516118,99,EST
10265,VAR,BRUE-AURIAC,5.0277630527861064,1340,SUD
10266,HAUTE-SAVOIE,ETERCY,5.0271488672423388,825,EST
10267,GARD,COLLIAS,5.0271395782325374,1116,SUD
10268,OISE,TARTIGNY,5.0263080934760689,266,NORD
10269,MOSELLE,RAVILLE,5.0262384832066882,270,EST
10270,VENDEE,COEX,5.0262314747971466,3214,OUEST
10271,HAUTE-SAONE,POLAINCOURT-ET-CLAIREFONTAINE,5.0259810606532458,565,EST
10272,SEINE-MARITIME,SERVAVILLE-SALMONVILLE,5.0257063864194311,1134,NORD
10273,VOSGES,VAXONCOURT,5.0249421132250429,453,EST
10274,HAUTE-GARONNE,LAPEYROUSE-FOSSAT,5.0249003547498923,2939,SUD
10275,LANDES,AIRE-SUR-L'ADOUR,5.0238928669846432,5814,OUEST
10276,ARIEGE,ASTON,5.023540769069669,224,SUD
10277,PAS-DE-CALAIS,PUISIEUX,5.0234339429446182,668,NORD
10278,COTE-D'OR,MAGNY-MONTARLOT,5.0226154006155266,261,EST
10279,MARNE,SAINT-HILAIRE-LE-PETIT,5.022104734029277,348,EST
10280,MAINE-ET-LOIRE,TREMENTINES,5.0213124506517914,2948,OUEST
10281,DOUBS,NOEL-CERNEUX,5.02005579674954,440,EST
10282,ISERE,LE GUA,5.0198413137372331,1870,EST
10283,SAVOIE,FRENEY,5.0197635307659016,107,EST
10284,HAUTE-SAVOIE,JONZIER-EPAGNY,5.01975702832709,750,EST
10285,EURE,ECQUETOT,5.01972719909203,391,NORD
10286,OISE,LOCONVILLE,5.0190422617464225,332,NORD
10287,COTE-D'OR,TILLENAY,5.0188416760667538,764,EST
10288,MORBIHAN,LE PALAIS,5.0185638754127462,2411,OUEST
10289,EURE,MISEREY,5.0183891005194843,600,NORD
10290,ILLE-ET-VILAINE,AUBIGNE,5.0181717614857018,506,OUEST
10291,COTE-D'OR,LERY,5.0179127641842358,203,EST
10292,GERS,COLOGNE,5.01772683679048,742,SUD
10293,OISE,CHOISY-LA-VICTOIRE,5.0170357909517849,254,NORD
10294,HAUT-RHIN,SAINT-BERNARD,5.0168237781377822,562,EST
10295,PYRENEES-ATLANTIQUES,PRECILHON,5.0165664329112429,420,OUEST
10296,VAR,CAMPS-LA-SOURCE,5.016514227589199,1871,SUD
10297,MANCHE,PONTAUBAULT,5.0160385139117478,497,NORD
10298,MOSELLE,VARIZE,5.0149859167715389,524,EST
10299,YONNE,SAINT-VALERIEN,5.0146400677691663,1649,EST
10300,JURA,MONAY,5.014002224890695,127,EST
10301,VOSGES,JUVAINCOURT,5.013911637419282,192,EST
10302,COTE-D'OR,SAINT-SAUVEUR,5.0129025606438589,260,EST
10303,SOMME,SAINT-CHRIST-BRIOST,5.0123964645992567,457,NORD
10304,PYRENEES-ORIENTALES,SAHORRE,5.0119227584350421,374,SUD
10305,ARDECHE,JOYEUSE,5.0116415652699722,1568,EST
10306,LANDES,MORCENX,5.0111928974947491,4983,OUEST
10307,HAUTE-SAONE,BROTTE-LES-LUXEUIL,5.0111182096433131,215,EST
10308,PAS-DE-CALAIS,BAILLEULVAL,5.0108496305179342,250,NORD
10309,PAS-DE-CALAIS,LORGIES,5.010776314889041,1585,NORD
10310,ESSONNE,SAINT-ESCOBILLE,5.0105296903553116,540,ILE-DE-FRANCE
10311,HAUTE-GARONNE,BOULOC,5.0096257431327729,4678,SUD
10312,AISNE,VREGNY,5.0088711098298466,85,NORD
10313,PUY-DE-DOME,SAINT-ELOY-LES-MINES,5.0086728379406162,3334,EST
10314,DEUX-SEVRES,PAMPROUX,5.008607552421843,1680,OUEST
10315,ALLIER,LAVAULT-SAINTE-ANNE,5.0080602750621184,1125,EST
10316,ARIEGE,SAVERDUN,5.0078178769526334,4571,SUD
10317,GIRONDE,QUINSAC,5.0076323764440369,2139,OUEST
10318,SOMME,ETELFAY,5.0074975917368478,370,NORD
10319,HAUTE-MARNE,DAMPIERRE,5.0057885136425142,410,EST
10320,AUDE,ARZENS,5.0054253535632167,1231,SUD
10321,ISERE,LES AVENIERES,5.0051110471686382,7694,EST
10322,MOSELLE,KALHAUSEN,5.0049185042490087,869,EST
10323,MAINE-ET-LOIRE,MAULEVRIER,5.0048306489715761,3228,OUEST
10324,SEINE-MARITIME,LA VAUPALIERE,5.0044746646219052,1012,NORD
10325,AISNE,NEUVILLE-SUR-MARGIVAL,5.00382325798793,148,NORD
10326,LOIRET,PANNECIERES,5.0030230632606711,126,OUEST
10327,AIN,CIVRIEUX,5.0027460104267094,1729,EST
10328,HERAULT,LAURET,5.00272003317552,595,SUD
10329,HAUTE-SAONE,CHAVANNE,5.0027165919243295,230,EST
10330,ARDECHE,VALLON-PONT-D'ARC,5.002099737306386,2307,EST
10331,MORBIHAN,GROIX,5.0018902613342053,2274,OUEST
10332,COTES-D'ARMOR,GRACES,5.001804600490062,2487,OUEST
10333,LOIRET,ESCRENNES,5.0013096212040287,754,OUEST
10334,HERAULT,GALARGUES,5.0011270125399712,715,SUD
10335,DORDOGNE,SARLAT-LA-CANEDA,5.0008082469603057,9263,OUEST
10336,MEUSE,HEVILLIERS,5.0004325306468642,145,EST
10337,MEUSE,LE BOUCHON-SUR-SAULX,5.0003923369989565,245,EST
10338,MOSELLE,ANTILLY,5.0000997349559118,168,EST
10339,MOSELLE,PLAINE-DE-WALSCH,4.9992719970072121,627,EST
10340,NORD,RUESNES,4.99925988219831,418,NORD
10341,RHONE,SOURCIEUX-LES-MINES,4.9990276252568933,2078,EST
10342,OISE,SOLENTE,4.9990262437400679,133,NORD
10343,HAUTE-MARNE,VAL-DE-MEUSE,4.9990156516932318,1881,EST
10344,VAR,FLASSANS-SUR-ISSOLE,4.9984811055924769,3421,SUD
10345,AISNE,VOYENNE,4.998186816185977,301,NORD
10346,COTE-D'OR,MAGNY-SAINT-MEDARD,4.9981308751454572,309,EST
10347,COTE-D'OR,ATHEE,4.9981266847599555,691,EST
10348,NORD,ELESMES,4.9979602380776331,988,NORD
10349,MEURTHE-ET-MOSELLE,FLAINVAL,4.9964333854887553,203,EST
10350,BAS-RHIN,BISSERT,4.9963321193387822,155,EST
10351,ISERE,SAINT-SIMEON-DE-BRESSIEUX,4.9961355555901665,2964,EST
10352,MAINE-ET-LOIRE,VEZINS,4.99613424351689,1751,OUEST
10353,SOMME,LIERAMONT,4.9961196029290935,241,NORD
10354,MOSELLE,FLEISHEIM,4.995794492858578,149,EST
10355,ALLIER,CHARROUX,4.9954478563699869,369,EST
10356,HAUT-RHIN,BETTENDORF,4.9953948261653265,461,EST
10357,DEUX-SEVRES,SAINT-HILAIRE-LA-PALUD,4.9949642489675172,1545,OUEST
10358,MEUSE,ARRANCY-SUR-CRUSNE,4.9947739527691928,459,EST
10359,COTE-D'OR,MESMONT,4.9946079979590277,245,EST
10360,ILLE-ET-VILAINE,DOMLOUP,4.9941110263891568,3456,OUEST
10361,JURA,CRANCOT,4.9936333908109356,898,EST
10362,CHARENTE-MARITIME,SAINT-PORCHAIRE,4.9935444447236019,1773,OUEST
10363,COTE-D'OR,CHARREY-SUR-SEINE,4.9933420884661235,141,EST
10364,HAUTE-MARNE,SEMILLY,4.99245186477936,115,EST
10365,MOSELLE,RECHICOURT-LE-CHATEAU,4.9924305339595305,567,EST
10366,ARIEGE,LE PEYRAT,4.9923887191152874,448,SUD
10367,SEINE-MARITIME,PISSY-POVILLE,4.990343446878545,1307,NORD
10368,PAS-DE-CALAIS,RELY,4.9900759135581527,456,NORD
10369,YVELINES,SAINT-REMY-L'HONORE,4.9893360767315285,1583,ILE-DE-FRANCE
10370,HAUTE-SAVOIE,JUVIGNY,4.9891934011852559,622,EST
10371,CHER,CHATEAUNEUF-SUR-CHER,4.9888091239165737,1409,OUEST
10372,PAS-DE-CALAIS,WITTES,4.9887617308899879,998,NORD
10373,SOMME,YONVAL,4.9882705011635284,237,NORD
10374,HAUTE-SAVOIE,ARTHAZ-PONT-NOTRE-DAME,4.9881000582174657,1410,EST
10375,INDRE-ET-LOIRE,RIVIERE,4.987837394425072,749,OUEST
10376,ALPES-MARITIMES,CHATEAUNEUF-GRASSE,4.9873858476448136,3266,SUD
10377,HAUTE-LOIRE,LAVOUTE-SUR-LOIRE,4.9872616877546774,849,EST
10378,EURE-ET-LOIR,LANDELLES,4.987203597156169,649,OUEST
10379,AISNE,MONTIGNY-LE-FRANC,4.9870685091587541,156,NORD
10380,LOIRE,RENAISON,4.9867778605599229,3095,EST
10381,ALPES-MARITIMES,BOUYON,4.9864034851333008,540,SUD
10382,HAUTE-GARONNE,VILLENOUVELLE,4.9862374345976317,1386,SUD
10383,MANCHE,CAROLLES,4.9860969333422789,765,NORD
10384,AIN,VONNAS,4.9854694420545949,2903,EST
10385,CHARENTE-MARITIME,BREUIL-MAGNE,4.9854692167500643,1743,OUEST
10386,SOMME,FRECHENCOURT,4.9841289700249094,259,NORD
10387,AISNE,PONTRUET,4.9840379673260582,344,NORD
10388,PYRENEES-ORIENTALES,CAUDIES-DE-FENOUILLEDES,4.983332698271556,576,SUD
10389,LOIR-ET-CHER,LA CHAPELLE-SAINT-MARTIN-EN-PLAINE,4.9828743977438528,747,OUEST
10390,HAUT-RHIN,TRAUBACH-LE-BAS,4.982484539950657,495,EST
10391,YONNE,BUSSY-EN-OTHE,4.9823495987520685,690,EST
10392,BAS-RHIN,BIBLISHEIM,4.9820469394087183,365,EST
10393,COTE-D'OR,LUX,4.9811209005740826,521,EST
10394,SOMME,CHAUSSOY-EPAGNY,4.9809774826381989,579,NORD
10395,ISERE,VILLETTE-DE-VIENNE,4.9809304033220894,1844,EST
10396,TARN,DURFORT,4.9804513537868313,296,SUD
10397,SEINE-ET-MARNE,COUTENCON,4.9803855527167791,276,ILE-DE-FRANCE
